"nome","verso"
"Sessão Das Dez","Ao chegar do interiorInocente, puro e bestaFui morar em IpanemaVer teatro e ver cinema era a minha distraçãoFoi numa sessão das dezQue você me apareceu, me ofereceu pipocaEu aceitei e logo em trocaEu contigo me caseiCurtiu com meu corpoPor mais de dez anosE depois de tal enganoFoi você quem me deixouCurtiu com meu corpoPor mais de dez anosFoi tamanho o desenganoQue o cinema incendiouOne more timeCurtiu com meu corpoPor mais de dez anosFoi tamanho o desenganoQue o cinema incendiou"
"Sim","A dor é uma coisa real Que a gente está aprendendo a abraçar E não temer A velha história do mal Tão conhecida Que já nem pode mais nos assustar O amor é uma coisa real E a gente nunca deve se esquecer De festejar Cada momento pra nós É pura alegria É tudo o que a vida tem pra dar Vem pegar o que é seu A gente sofre A gente luta Pois nossa palavra é sim A gente ama A gente odeia Mas nossa palavra é sim Viver é coisa irreal Uns chama de magia e é tudo tão normal Mas tá legal Tem mágica solta no ar Faz parte do astral E é isso o que a vida tem pra dar Vem conquistar o que é seu A gente sofre A gente luta Pois nossa palavra é sim A gente ama A gente odeia Mas nossa palavra é sim Sim"
"So Glad You're Mine","My baby's lips are redOh, well, and sweet like wineShe gives me plenty lovingMorning, noon, and nightAnd I cried, Ooo-weeI believe I'll change my mindShe said, I'm so glad I'm livingI cried, oh baby, I'm so glad you're mineOh! When my baby doesWhat she does to meI climb the highest mountainDive in the deepest seaOoo-weeI believe I'll change my mindShe said, I'm so glad I'm livingI cried, baby, I'm so glad you're mineMy baby's lips are redSweet like wineShe gives me plenty lovingMorning, noon, and nightAnd I cried, Ooo-weeI believe I'll change my mindShe said, I'm so glad I'm livingI cried I'm so glad you're mineOh! When my baby doesWhat she does to meI climb the highest mountainDive in the deepest seaOoo-weeI believe I'll change my mindShe said, I'm so glad I'm livingI cried I'm so fuckin' glad you're mineOh! When my baby doesWhat she does to meI climb the highest mountainDive in the deepest seaOoo-weeI believe I'll change my mindShe said, I'm so glad I'm livingI cried I'm so-"
"Só Pra Variar","Tem que acontecer alguma coisa, nenémParado é que eu não posso ficarQuero tocar fogo onde bombeiro não vemVou rasgar dinheiro, tacar fogo neleSó pra variarAntes d'eu me confessar pro padre, nenémVou comer três quilos de cebolaVer de perto o papa, ai, que luxo, meu bemVou rasgar dinheiro, tacar fogo neleSó pra variarPena não ser burroNão sofria tantoEssa noite eu vou dormirBotar as manguinhas de foraDizer que eu estou chegandoBotando pra quebrarVou jogar no lixo a dentadura, nenémVou ficar banguelo numa boaÉ que eu vou fundar mais um partido tambémVou rasgar dinheiro, tocar fogo neleSó pra variarDiz que o paraíso já tá cheio, nenémVou levar um lero com o diaboAntes que o inferno fique cheio tambémVou rasgar dinheiro, tocar fogo neleSó pra variarVou rasgar dinheiro, tacar fogo neleSó pra variar"
"Sociedade Alternativa","Viva! Viva!Viva a sociedade alternativa(Viva! Viva!)Viva! Viva!Viva a sociedade alternativa(Viva o Novo Aeon!)Viva! Viva!Viva a sociedade alternativa(Viva! Viva! Viva!)Viva! Viva!Viva a sociedade alternativaSe eu quero, e você querTomar banho de chapéuOu esperar Papai NoelOu discutir Carlos GardelEntão vá!Faz o que tu queresPois é tudo da lei!Da lei!Viva! Viva!Viva a sociedade alternativa(Faz o que tu queres, há de ser tudo da lei)Viva! Viva!Viva a sociedade alternativa(Todo homem, toda mulher é uma estrela)Viva! Viva!Viva a sociedade alternativa(Viva! Viva!)Viva! Viva!Viva a sociedade alternativaHan!Mas se eu quero, e você querTomar banho de chapéuOu discutir Carlos GardelOu esperar Papai NoelEntão vá!Faz o que tu queresPois é tudo da lei!Da lei!Viva! Viva!Viva a sociedade alternativaViva! Viva!Viva a sociedade alternativa(O número 666 chama-se Aleister Crowley)Viva! Viva!Viva! A sociedade alternativa(Faz o que tu queres há de ser tudo da lei)Viva! Viva!Viva! A sociedade alternativa(A Lei de Thelema)Viva! Viva!Viva a sociedade alternativa(A lei do forteEssa é a nossa lei e a alegria do mundo)Viva! Viva!Viva a sociedade alternativa(Viva! Viva! Viva!)"
"Sou o Que Sou","Sou o que souSem mentiras pra mimSe você quer chegarMe aceite assimPois o fato é que eu souE não vou me negarMeu sangue é seu vinhoSua carne, meu corpoNão vou me esgotarMas quero de voltaMeu troco é vocêTer que me aturarEi, eu estou aqui bem diante de vocêEm qualquer homem você há de me verEi, eu estou aqui bem diante de vocêEm qualquer homem você pode me verSou fruto da terraDe ouro, de prataDa lama do chãoMas forte que ontemOrgasmo do sonhoDa continuaçãoEi, eu estou aqui diante de vocêEm qualquer homem você há de me verEi, eu estou aqui bem diante de vocêEm qualquer homem você há de me ver"
"Soul Tabaroa","Eu vou sentir saudadebate chinelo, bate pé, bate jibãoEu vou sentir saudadebate chinelo, bate pé, bate jibãonão faça pouco do xaxado amigonão seja inchirido, cabra sem pudorserá possível que em cidade grandeé só assanhamento, não se tem amorserá possível que em cidade grandeé só assanhamento, não se tem amorando cabreira, ando chateadacom o desasossego desse tal de soulpor isso dizem que soul tabaroae que brigo atoa pelo interiorpor isso dizem que soul tabaroae que brigo atoa pelo interior"
"Sunseed","You were born at the endingAs the curtain came downI can see you're confused girlBut it's all rightIt's only the chimeAnnouncing a new timeYou see nowBoats are cruising the desertsOceans cracked by the heatPeople drowning in raindropsBut it's all rightIt's not a defeatStand on your own feetRight now the sun doesn't shineHe´s loaded on wineThough I can laugh in the stormBecause I was bornWhen the sun used toShine in june"
"Super-Heróis","Hoje é segunda-feira e decretamos feriadoChamei Dom Paulo Coelho e saímos lado e ladoLá na esquina da Augusta quando cruza com a OuvidorNão é que eu vi o Sílvio SantosNão é que eu vi o Sílvio SantosSorrindo aquele riso franco e puroPara um filme de terrorComo é que eu posso lerSe eu não consigo concentrar minha atençãoSe o que me preocupa no banheiro ou no trabalhoÉ a seleção(Vê se tem Kung Fu aí na outra estação)Já na outra esquinaDei três vivas ao rei FaiçalO povo confundiu pensando que era o carnavalEntão eu disse a Dom Paulete: eu conheço aquele aliNão é possível, é o dom RaulzitoNão é possível, é o dom RaulzitoQuem é que no Brasil não reconhece o grande trunfo do xadrez?Saí pela tangente disfarçando uma possível estupidezCorri para um cantinho pra dali sacar o lance de mansinho(Adivinha quem era? Mequinho!)Lá em Nova York todo mundo é felizVi o Marlon dançando o último tango de ParisPedi cerveja e convenci ao garçom do botequimA não pagar o tal do cascoEle aceitou, pois sou um astro!E duma cobertura no LeblonQuelé acena dando aquelaEnquanto o povo embaixo gritaÉ o Rei! Quelé despenca da janelaÉ quando, a 120, o Fittipaldi passa e quem ele atropela(Meu Deus! Mequinho no chão e mais três velas)Vamos dar viva aos grandes heróisVamos em frente, bravos cowboysAvante! Avante! Super-HeróisAi-oh Silver!ShazanKansas City, here I Come"
"Tá Na Hora","É o conto do sábio Chinês!Andei durante dez anos fazendo planos para falarCom seres vindo do espaço com a resposta para me darPorém, quando estava pronto para o contato, minha pequenaMe disse você vai ver tudo no cinemaE aonde está a vida?Aonde está a experiência?Já te entregam tudo pronto, sempre em nome da ciência, sempre em troca da vivênciaE aonde tá a vida?E a minha independência?Depois de muita espera quem eu queria quis me encontrarTomei um banho descente, escovei meus dentes para lhe beijarGuardei lugar no motel pra Lua de mel que eu sempre espereiPorém na hora H eu não levanteiTá na hora do trabalhoTá na hora de ir para casaTá na hora da esposa e enquanto eu vou pra frente toda minha vida atrasaEu tenho muita paciênciaMas a minha independência(Aonde que tá?)Durante a vida inteira eu trabalhei pra me aposentarPaguei seguro de vida para morrer sem me aporrinharDepois de tanto esforço patrão me deu caneta de ouroDizendo enfia no bolso e vá se virarTá na hora da velhiceTá na hora de deitarTá na hora da cadeira de balanço, do pijama, do remédio pra tomarOh! Divina providênciaE a minha independênciaAh! E minha vidaE minha vida! Onde é que está?Onde é?"
"Tânia","Tânia, hoje cê faz treze anos,Vejo em teu rosto teus planos,Sei que você quer deitar,Vem cá que eu vou te ajudar,Esqueça as freiras e o altar,Tânia, tânia, baby.Tânia, de pasta contra os botõesQue empinam apesar dos sermões,Rosa no branco da blusa,Recusa, mas quer deitar,Esqueça as freiras e o altar.Teu corpo nú e molhado,Virou no banho ó pecado,Tinha que ser exorcizado,Oh, Tânia, Tânia,Deus não é tão mal assim,Vem meu bem confia em mim.Tânia, esquece o despeito das freiras,Gente que vive nas beirasE nunca se atreve ao profundo,Fogo, negro, centro do mundo,Deus está no puro e no imundo.Teu rosto mostra o receioQue pulsa do arfar do teu seio,Teu corpo seco ou molhado,Foi feito, prá, práSer mesmo tocado por Deus.Vem, vem, vem, vem Tânia,Porque hoje cê faz treze anos, nega,Teu rosto espalha os teus planosE eu sei que você quer deitar,Por Deus, venha prá cá,Prá Deus nos vendo abençoar,Vamô!!!"
"Tapanacara","Urucubaca, mandingaAtaca, mexe e me xingaEsquenta e racha a moringaAté que o leite azedouBochecha inchada na raçaAraçá, coentro e cachaçaO berimbau tem cabaçaE um som que é deep in my soulRandolph ScottQue era um cowboy retadoTipo touro sentadoMugiu e levantouO tapa na caraQue eu levei de OdaraOdara, meninaQue era filha de NaraQue era neta, prima dona de RaulMenino danadoLá, si, dó rebocadoProcure que você vai entenderUrucubaca, mandingaAtaca, mexe e me xingaEsquenta e racha a moringaAté que o leite azedouBochecha inchada na raçaAraçá, coentro e cachaçaO berimbau tem cabaçaE um som que é deep in my soulRandolph ScottQue era um cowboy retadoTipo touro sentadoMugiu e levantouO tapa na caraQue eu levei de OdaraOdara, meninaQue era filha de NaraQue era neta, prima dona de RaulMenino danadoLá, si, dó rebocadoProcure que você vai entenderProcure que você vai entenderProcure que você vai entender"
"Teddy Boy, Rock E Brilhantina","Eu quero avacalhar com toda a turma da esquinaCom meu cabelo cheio de brilhantinaDançando o rock ao som de Elvis'n RollEu vivo num clima brabo, cheio de violênciaE você faz sinal de paz e clemênciaE ainda me diz que é um bicho muito ""Underground""E ainda me diz que é um bicho muito ""Underground""Eu vivo de olho na vitrine da modaVendo robot padronizado é soda com coca-colaE bugigangas que é popLet's do it!Yeah, Go!Hey bicho! Onde é que vai com essa flor no cabelo?Com esse sorriso de paz e desespero?Olhe pro lado e você vai entenderEntender (?)Agora todo imbecil passa por gênio poetaEm cada esquina um pseudo-profetaCom um guarda-chuva e um pirulito na mãoCom um guarda-chuva e um pirulito na mãoLet`s rock, man!Não quero mudar o mundo com esse papo furadoSó acredito em quem pulou o cercadoQuatro bulldogs vigiando o portãoQuatro bulldogs vigiando o meu portão"
"Tente Outra Vez","Veja!Não diga que a cançãoEstá perdidaTenha fé em DeusTenha fé na vidaTente outra vez!Beba! (Beba!)Pois a água vivaAinda tá na fonte(Tente outra vez!)Você tem dois pésPara cruzar a ponteNada acabou!Não! Não! Não!Oh! Oh! Oh! Oh!Tente!Levante sua mão sedentaE recomece a andarNão penseQue a cabeça aguentaSe você pararNão! Não! Não!Não! Não! Não!Há uma voz que cantaUma voz que dançaUma voz que gira(Gira!)Bailando no arUh! Uh! Uh!Queira! (Queira!)Basta ser sinceroE desejar profundoVocê será capazDe sacudir o mundoVai!Tente outra vez!Humrum!Tente! (Tente!)E não digaQue a vitória está perdidaSe é de batalhasQue se vive a vidaHan!Tente outra vez!"
"Tente Outra Vez (Versão alternativa)","Observação: Essa letra foi escrita apenas por Raul, é um rascunho do que seria mais tarde a letra de TENTE OUTRA VEZ.Veja!Não diga que a canção está perdidaTenha fé em DeusTenha fé em vocêTenha fé na vida- Tente outra vez!Olhe!Levante essa montanha de derrotasOlhe embaixo e vê se você nota- Como tudo começouAinda existe luz lá no horizonteAinda cantaInda borbulha aquela fonte- Nada se acabou(Vamos) Tente!Levante sua mão sedentaE recomece a andar!Existem presságios de riso e de esperançaExiste uma voz que canta, gira e dançaBailando solta no ar!Veja!Se seu desejo é realmente sinceroE bem profundoVocê será capaz de sacudir o mundo- Tente outra vez!"
"The Apple","If this love Stay with us two It will be so poor love Will spend ... If I love you and you love me A love for two profane The love of all fatal Because who likes apple You will enjoy all Because all are equal ... If I love you and you love me And another is when you call How can you condemn Your infinite beauty How can you be stuck Not a holy altar ... When I have chosen you To live with me I wanted to be your soul Have your body, everything finally But understand That there are more than two ... Love only lasts in freedom The jealousy is just vanity I have, but I will release you What I want If I deprive you What I most revered That is the beauty of bed ... When I have chosen you To live with me I wanted to be your soul Have your body, everything finally But understand That there are more than two ... Love only lasts in freedom The jealousy is just vanity I have, but I will release you What I want If I deprive you What I most revered That is the beauty of bed ..."
"The Diary","How I'd like to lookInto that little bookThe one that has the lock and keyAnd know the boy that you care forThe boy who's in your diaryWhen it's late at nightWhat is the name you writeOh what I'd give if I could seeAm I the boy that you care forThe boy who's in your diaryDo you recall and make note of allThe little things I say and doThe name you underlineI'm hoping that it's mineDarling I'm so in love with youPlease don't leave me blueMake all my dreams come trueYou know how much you mean to meSay I'm the boy that you care forThe boy who's in your diary"
